# Planes
# center_x center_y center_z normal_x normal_y normal_z
-16.917055 -4.980904 -1.902919 -0.012764 0.024433 0.999620
-14.922485 -6.911534 -1.737897 0.027788 -0.047457 -0.998487
-12.931242 -8.937989 -1.723606 0.026363 -0.023166 0.999384
-10.922803 -10.952190 -1.627414 -0.042320 0.047859 0.997957
-9.293559 -10.649009 -1.577263 -0.032755 0.048647 0.998279
15.046132 0.983801 -1.651703 -0.006367 0.014981 0.999868
15.014585 3.052585 -1.718240 -0.016490 0.039551 0.999081
14.829005 5.013379 -1.782751 -0.016693 0.001806 0.999859
15.158882 6.569622 -1.783140 -0.013708 0.011151 0.999844
10.973417 5.266441 -1.695524 -0.160380 -0.130648 0.978371
-8.923568 16.976079 -2.271341 -0.076060 -0.039140 0.996335
-12.875799 18.770377 -2.484987 -0.072682 -0.042844 0.996435
-15.000094 16.826940 -2.435119 0.007901 0.044331 0.998986
-14.990094 14.918605 -2.372242 -0.013861 0.025456 0.999580
-16.735049 14.981761 -2.401776 -0.082659 0.076120 0.993667
-17.007859 13.053229 -2.341399 0.021501 0.034236 0.999182
-12.780361 6.967726 -1.830584 0.047024 0.082648 0.995469
-14.832635 6.908277 -1.805464 -0.031410 0.039989 0.998706
-14.914963 4.922526 -1.723263 0.035101 -0.000721 0.999384
-14.944191 -4.992829 -1.848010 0.036574 -0.068016 -0.997014
-12.976262 -7.012688 -1.709945 0.005347 0.014243 0.999884
12.857024 4.941088 -1.778068 -0.064105 0.080022 -0.994730
-7.545509 16.564351 -2.170901 -0.173020 -0.136031 0.975479
-11.013077 16.879984 -2.398182 -0.064854 -0.031856 0.997386
-13.021011 17.074894 -2.466705 -0.001512 0.037100 0.999310
-14.995400 12.863111 -2.342695 -0.011109 0.003669 0.999932
-17.061246 9.802148 -2.221294 0.014716 0.020324 0.999685
-14.924879 -0.933415 -1.882737 -0.046643 0.065169 -0.996784
-12.984162 14.918490 -2.369848 0.016327 0.039768 0.999076
-14.949454 10.985326 -2.290882 0.008835 0.047738 0.998821
-14.908616 -2.939478 -1.940197 0.001732 0.010839 0.999940
-12.923497 -4.972679 -1.782798 -0.030599 0.047763 0.998390
-10.940636 -9.013202 -1.749364 -0.031391 0.038193 0.998777
13.047613 -1.039301 -1.681020 -0.015534 -0.002826 0.999875
12.982092 0.980900 -1.678654 -0.007057 0.013704 0.999881
12.968996 2.920809 -1.744566 -0.015515 0.042994 0.998955
-6.993699 14.915795 -2.206775 -0.058759 -0.031566 0.997773
-10.861278 14.889575 -2.397105 0.008017 0.052350 0.998597
-12.885593 12.889856 -2.301274 -0.017564 0.027430 0.999469
